Injury Severity,Injury Severity Scale,Date,Time,Speed Limit,Weather,Driver At Fault,Surface Condition,Light,Traffic Control,Driver At Fault,Latitude,Longitude
SUSPECTED MINOR INJURY,2,05/15/2023,03:19:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.0983435,-77.1810795
POSSIBLE INJURY,1,10/26/2020,05:30:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,38.98956017,-77.0287135
SUSPECTED SERIOUS INJURY,3,05/09/2015,11:52:00 AM,40,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.98912667,-77.14929333
SUSPECTED MINOR INJURY,2,06/21/2015,11:15:00 PM,30,,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.19737333,-77.28324667
POSSIBLE INJURY,1,11/14/2018,08:01:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.11430149,-76.99326986
POSSIBLE INJURY,1,06/11/2017,06:09:00 PM,50,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.0465,-76.98684333
POSSIBLE INJURY,1,08/29/2019,08:15:00 PM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.12097667,-76.98861167
SUSPECTED MINOR INJURY,2,11/27/2021,06:50:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.13466667,-77.20577167
SUSPECTED SERIOUS INJURY,3,01/16/2019,07:47:00 AM,40,OTHER,Yes,DRY,DAYLIGHT,,Yes,39.04942667,-76.993045
POSSIBLE INJURY,1,07/01/2016,11:56:00 PM,40,BLOWING SNOW,Unknown,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Unknown,39.04726703,-76.98565766
SUSPECTED MINOR INJURY,2,02/23/2016,09:26:00 AM,25,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.097125,-77.09699833
POSSIBLE INJURY,1,11/23/2015,09:44:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.05601,-77.08214167
SUSPECTED MINOR INJURY,2,12/17/2020,04:32:00 PM,35,CLEAR,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,38.99213432,-77.00987275
SUSPECTED MINOR INJURY,2,05/13/2016,10:57:00 AM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.03727333,-77.14779167
POSSIBLE INJURY,1,08/25/2016,03:55:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.21771667,-77.23338
POSSIBLE INJURY,1,10/29/2016,03:52:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,38.98788833,-77.078265
POSSIBLE INJURY,1,03/19/2021,06:47:00 AM,45,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.06786167,-77.07521333
POSSIBLE INJURY,1,11/05/2019,05:10:00 PM,25,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.11370332,-77.20828705
POSSIBLE INJURY,1,08/19/2019,11:02:00 AM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.01117667,-77.15465
SUSPECTED MINOR INJURY,2,07/25/2018,02:38:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.98641,-77.11537
SUSPECTED SERIOUS INJURY,3,07/17/2021,03:59:00 AM,40,CLEAR,Unknown,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Unknown,39.06354833,-76.966235
POSSIBLE INJURY,1,11/27/2018,09:30:00 PM,45,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.07763667,-77.07087333
POSSIBLE INJURY,1,04/03/2019,08:51:00 AM,35,CLEAR,No,DRY,DAYLIGHT,,No,39.00413356,-76.98108659
SUSPECTED MINOR INJURY,2,11/30/2016,08:53:00 AM,35,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.17055,-77.17697667
SUSPECTED MINOR INJURY,2,04/13/2016,04:49:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.17137333,-77.27747167
POSSIBLE INJURY,1,05/14/2021,11:22:00 AM,35,CLEAR,No,SLUSH,DAYLIGHT,,No,39.14555833,-77.20364833
POSSIBLE INJURY,1,11/01/2017,07:25:00 AM,40,CLOUDY,No,DRY,DAWN,TRAFFIC SIGNAL,No,39.13490333,-77.12140333
POSSIBLE INJURY,1,05/06/2016,09:57:00 AM,30,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.23172833,-77.23704
POSSIBLE INJURY,1,07/24/2019,09:44:00 PM,40,CLEAR,No,DRY,DARK NO LIGHTS,,No,39.22024667,-77.23845833
POSSIBLE INJURY,1,10/06/2020,02:45:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.0632145,-77.05013417
POSSIBLE INJURY,1,11/18/2019,03:22:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.09295269,-77.12276836
SUSPECTED MINOR INJURY,2,05/29/2021,10:10:00 AM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,38.98759833,-76.98803333
POSSIBLE INJURY,1,01/14/2017,04:12:00 AM,20,CLEAR,Yes,DRY,DARK LIGHTS ON,STOP SIGN,Yes,39.04342574,-77.0497866
POSSIBLE INJURY,1,03/18/2019,05:45:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.01266667,-77.01674
SUSPECTED MINOR INJURY,2,03/09/2015,04:27:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.00261055,-77.07698822
POSSIBLE INJURY,1,05/17/2023,05:30:00 AM,40,CLEAR,No,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,No,39.07450554,-77.13574804
SUSPECTED MINOR INJURY,2,02/06/2019,06:41:00 AM,45,CLOUDY,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.046355,-76.98700167
POSSIBLE INJURY,1,01/06/2016,03:49:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.03637667,-77.02929667
POSSIBLE INJURY,1,09/14/2015,08:12:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.111665,-76.92884
POSSIBLE INJURY,1,02/25/2021,11:18:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,38.98739942,-77.02669438
SUSPECTED SERIOUS INJURY,3,08/04/2022,10:40:00 PM,55,RAINING,Yes,WET,DARK NO LIGHTS,NO CONTROLS,Yes,39.14150667,-77.212655
SUSPECTED MINOR INJURY,2,10/25/2020,11:50:00 AM,40,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.0773735,-77.1398045
POSSIBLE INJURY,1,04/10/2017,08:49:00 PM,45,,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.106105,-77.001539
SUSPECTED MINOR INJURY,2,04/13/2018,02:16:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.06888717,-77.00275417
POSSIBLE INJURY,1,05/12/2017,05:15:00 PM,35,RAINING,Yes,WET,DAYLIGHT,,Yes,39.0104912,-77.15386301
POSSIBLE INJURY,1,01/31/2021,05:46:00 PM,30,SLEET,No,ICE,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.14333333,-77.20072167
POSSIBLE INJURY,1,05/04/2016,06:24:00 PM,35,RAINING,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.04712,-77.052145
POSSIBLE INJURY,1,08/18/2017,03:17:00 PM,25,,No,DRY,DAYLIGHT,NO CONTROLS,No,38.99388893,-77.00033069
SUSPECTED MINOR INJURY,2,09/13/2015,02:53:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.07763667,-77.07071667
POSSIBLE INJURY,1,08/01/2020,09:01:00 PM,50,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.058285,-76.96808833
POSSIBLE INJURY,1,01/06/2020,07:49:00 AM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.01562,-77.04317167
SUSPECTED MINOR INJURY,2,07/06/2023,11:43:00 AM,0,CLEAR,Yes,,DAYLIGHT,,Yes,39.22882167,-77.25215167
POSSIBLE INJURY,1,08/28/2016,03:42:00 PM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.044825,-77.10690833
POSSIBLE INJURY,1,02/22/2020,10:00:00 AM,25,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.06891333,-77.06322667
POSSIBLE INJURY,1,05/20/2023,01:31:00 PM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.97848667,-77.21362667
POSSIBLE INJURY,1,06/16/2015,05:23:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,,No,39.147795,-77.21850667
SUSPECTED SERIOUS INJURY,3,08/29/2015,01:35:00 PM,35,CLEAR,Yes,"MUD, DIRT, GRAVEL",DAYLIGHT,NO CONTROLS,Yes,39.20433833,-77.44446167
SUSPECTED MINOR INJURY,2,07/10/2017,09:56:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.19392167,-77.24357667
SUSPECTED MINOR INJURY,2,05/23/2017,05:55:00 PM,40,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.15723532,-77.27578953
POSSIBLE INJURY,1,11/14/2018,05:08:00 PM,45,CLOUDY,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.18088,-77.15048667
POSSIBLE INJURY,1,09/19/2022,06:20:00 PM,20,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.04209167,-77.05544833
SUSPECTED MINOR INJURY,2,02/02/2015,03:16:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.00445333,-77.11001
SUSPECTED MINOR INJURY,2,02/07/2020,10:57:00 AM,35,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.05322,-77.10743667
POSSIBLE INJURY,1,10/28/2017,07:25:00 AM,45,CLEAR,No,DRY,DARK LIGHTS ON,,No,39.18619167,-77.1325
SUSPECTED MINOR INJURY,2,08/22/2022,12:20:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.02065,-77.01191
SUSPECTED SERIOUS INJURY,3,08/05/2021,05:00:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.1981365,-77.2447345
SUSPECTED SERIOUS INJURY,3,04/01/2019,05:09:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.10395667,-77.15637
SUSPECTED MINOR INJURY,2,10/26/2018,02:42:00 PM,30,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,38.95646392,-77.1293546
POSSIBLE INJURY,1,08/13/2021,12:47:00 PM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.04186,-77.05174333
POSSIBLE INJURY,1,06/14/2018,03:03:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.14272,-77.19357
SUSPECTED SERIOUS INJURY,3,05/23/2016,08:24:00 PM,25,,Yes,WET,DAWN,TRAFFIC SIGNAL,Yes,38.99688667,-77.09644833
POSSIBLE INJURY,1,07/13/2017,03:44:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.02944729,-76.98362052
SUSPECTED MINOR INJURY,2,02/04/2016,03:04:00 PM,45,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.17305375,-77.27540731
POSSIBLE INJURY,1,10/28/2020,01:30:00 AM,30,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,38.97631004,-76.99327297
SUSPECTED MINOR INJURY,2,02/01/2019,09:33:00 AM,35,SNOW,No,SNOW,DAYLIGHT,TRAFFIC SIGNAL,No,39.00470333,-77.1109
SUSPECTED MINOR INJURY,2,04/20/2015,07:09:00 PM,25,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.04870167,-77.05691833
SUSPECTED MINOR INJURY,2,11/16/2022,07:58:00 AM,30,CLEAR,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.03449167,-77.09365833
POSSIBLE INJURY,1,04/26/2018,10:28:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.15527833,-77.210345
SUSPECTED MINOR INJURY,2,10/19/2016,01:02:00 PM,15,CLEAR,Yes,,DAYLIGHT,NO CONTROLS,Yes,39.15512322,-77.27499962
POSSIBLE INJURY,1,01/05/2019,09:05:00 PM,50,CLEAR,Yes,DRY,,NO CONTROLS,Yes,39.05744782,-76.96901902
SUSPECTED MINOR INJURY,2,07/18/2015,08:53:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,38.99696333,-77.02690333
POSSIBLE INJURY,1,03/10/2022,08:56:00 AM,40,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.11406,-77.09333167
SUSPECTED MINOR INJURY,2,06/29/2018,05:30:00 PM,30,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.08060167,-77.00138333
POSSIBLE INJURY,1,04/20/2023,02:03:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.10073333,-77.19195
POSSIBLE INJURY,1,11/21/2018,11:56:00 AM,35,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.14017167,-77.22252667
POSSIBLE INJURY,1,06/21/2020,05:55:00 AM,30,CLEAR,No,DRY,DAWN,STOP SIGN,No,39.07964833,-77.08404833
POSSIBLE INJURY,1,10/20/2016,03:18:00 PM,45,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.185145,-77.239625
POSSIBLE INJURY,1,06/27/2017,07:14:00 PM,40,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.25257167,-77.13901667
SUSPECTED MINOR INJURY,2,06/28/2019,10:43:00 PM,40,CLEAR,Yes,DRY,DARK NO LIGHTS,,Yes,39.13165333,-77.38494833
SUSPECTED MINOR INJURY,2,11/13/2018,06:56:00 AM,45,RAINING,No,WET,DAWN,TRAFFIC SIGNAL,No,39.18541667,-77.15115667
SUSPECTED MINOR INJURY,2,03/21/2022,11:15:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.1799,-77.268
POSSIBLE INJURY,1,06/06/2018,08:01:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03207167,-77.04843667
POSSIBLE INJURY,1,05/10/2020,03:35:00 PM,15,CLEAR,Yes,,DAYLIGHT,NO CONTROLS,Yes,39.14367167,-77.143715
SUSPECTED MINOR INJURY,2,05/07/2019,12:54:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,STOP SIGN,No,38.96265833,-77.12109
POSSIBLE INJURY,1,06/18/2021,06:50:00 PM,20,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.1644,-77.29634167
POSSIBLE INJURY,1,08/30/2019,08:23:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.056595,-77.08273
POSSIBLE INJURY,1,07/15/2017,03:07:00 PM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.99274667,-77.09614
POSSIBLE INJURY,1,06/03/2021,08:33:00 AM,40,CLOUDY,Yes,DRY,DAYLIGHT,,Yes,39.09062167,-77.40765667
SUSPECTED MINOR INJURY,2,07/07/2022,02:21:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.09057333,-77.12924
POSSIBLE INJURY,1,12/07/2021,01:10:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.15771117,-77.21360145
SUSPECTED SERIOUS INJURY,3,02/17/2023,04:30:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.141795,-77.21759667
POSSIBLE INJURY,1,11/12/2021,09:02:00 AM,35,CLOUDY,No,WET,DAYLIGHT,,No,39.02164,-77.14492167
SUSPECTED MINOR INJURY,2,09/12/2015,10:58:00 AM,30,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.06093833,-77.04537833
POSSIBLE INJURY,1,04/30/2015,04:47:00 AM,50,CLEAR,No,DRY,DAWN,TRAFFIC SIGNAL,No,39.10929167,-77.07595667
SUSPECTED MINOR INJURY,2,06/07/2020,04:57:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.06125317,-77.16878641
SUSPECTED MINOR INJURY,2,04/23/2015,08:54:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14563828,-77.21989632
SUSPECTED MINOR INJURY,2,11/12/2018,01:05:00 AM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.01518,-76.97780167
POSSIBLE INJURY,1,09/03/2018,06:22:00 PM,20,,No,DRY,DAYLIGHT,STOP SIGN,No,39.19197667,-77.15258
POSSIBLE INJURY,1,07/07/2021,08:05:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03668833,-77.056215
POSSIBLE INJURY,1,11/19/2019,07:21:00 PM,30,,Yes,DRY,DARK LIGHTS ON,STOP SIGN,Yes,39.00099167,-77.12097
SUSPECTED MINOR INJURY,2,09/13/2021,05:38:00 PM,35,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.14762,-77.2328
SUSPECTED MINOR INJURY,2,11/22/2019,04:05:00 PM,25,CLEAR,Yes,,DAYLIGHT,NO CONTROLS,Yes,39.20055833,-77.24662167
POSSIBLE INJURY,1,11/02/2022,02:19:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.06418,-77.039485
POSSIBLE INJURY,1,03/15/2022,06:08:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,,Yes,39.02662667,-77.13901333
SUSPECTED MINOR INJURY,2,12/07/2017,02:30:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.15504,-77.057335
POSSIBLE INJURY,1,06/26/2020,06:09:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.05588667,-77.14933667
POSSIBLE INJURY,1,02/09/2020,01:44:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.01647333,-76.97744167
POSSIBLE INJURY,1,08/27/2022,11:15:00 AM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.11428333,-77.27262
SUSPECTED MINOR INJURY,2,06/04/2019,02:51:00 PM,40,,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.11034,-77.15438833
POSSIBLE INJURY,1,08/31/2019,06:15:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.14349833,-77.19304667
POSSIBLE INJURY,1,07/18/2023,07:51:00 PM,35,CLEAR,Yes,DRY,DUSK,TRAFFIC SIGNAL,Yes,39.18751,-77.18643
SUSPECTED SERIOUS INJURY,3,01/22/2017,12:17:00 AM,45,FOGGY,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.20471112,-77.24598885
SUSPECTED MINOR INJURY,2,01/27/2020,05:30:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.16483333,-77.22751
SUSPECTED MINOR INJURY,2,11/04/2016,09:03:00 AM,30,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,38.98785,-77.1178
SUSPECTED MINOR INJURY,2,09/19/2016,10:17:00 AM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.98242167,-77.09662667
SUSPECTED MINOR INJURY,2,01/25/2019,07:40:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10945333,-77.18813167
POSSIBLE INJURY,1,03/01/2019,09:11:00 AM,45,CLOUDY,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.04110667,-76.99573167
POSSIBLE INJURY,1,08/14/2018,04:35:00 PM,40,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.227855,-77.17750833
SUSPECTED MINOR INJURY,2,08/05/2019,04:58:00 AM,50,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.06772693,-76.95954457
POSSIBLE INJURY,1,08/30/2017,06:04:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.09015909,-76.94753408
POSSIBLE INJURY,1,10/27/2017,05:30:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.16819,-77.20485333
POSSIBLE INJURY,1,11/23/2020,09:51:00 AM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,38.98718421,-77.10545594
POSSIBLE INJURY,1,10/03/2017,09:46:00 AM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.04106833,-76.98668667
POSSIBLE INJURY,1,05/19/2017,12:42:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.14958634,-77.05798343
POSSIBLE INJURY,1,08/06/2018,11:00:00 AM,45,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.0977075,-77.105787
SUSPECTED MINOR INJURY,2,01/21/2015,08:42:00 AM,55,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.10949333,-76.93048833
SUSPECTED MINOR INJURY,2,06/28/2018,04:30:00 PM,35,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.068115,-76.962425
SUSPECTED SERIOUS INJURY,3,04/28/2019,05:21:00 PM,35,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.02271333,-77.12312833
POSSIBLE INJURY,1,09/16/2018,08:55:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.01334303,-76.97850145
POSSIBLE INJURY,1,05/06/2022,09:46:00 AM,55,RAINING,Unknown,WET,DAYLIGHT,NO CONTROLS,Unknown,39.010448,-77.06518817
POSSIBLE INJURY,1,06/02/2021,07:39:00 AM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03647,-77.00089833
SUSPECTED MINOR INJURY,2,03/05/2017,02:14:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,38.97733833,-77.08451167
POSSIBLE INJURY,1,01/28/2015,07:37:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.05180833,-77.11867667
SUSPECTED SERIOUS INJURY,3,10/01/2017,09:21:00 PM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,STOP SIGN,Yes,39.2227038,-77.17582226
POSSIBLE INJURY,1,05/04/2022,08:04:00 AM,40,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.21984302,-77.257406
POSSIBLE INJURY,1,10/24/2022,06:05:00 AM,45,RAINING,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.246435,-77.14373167
POSSIBLE INJURY,1,04/11/2017,04:06:00 PM,35,CLEAR,No,DRY,DAYLIGHT,,No,39.05329667,-77.08903833
POSSIBLE INJURY,1,03/07/2017,06:08:00 PM,30,RAINING,No,WET,DARK LIGHTS ON,STOP SIGN,No,38.98737833,-77.10322
POSSIBLE INJURY,1,09/29/2015,06:29:00 PM,40,RAINING,No,WET,DARK LIGHTS ON,STOP SIGN,No,39.103185,-77.22388333
POSSIBLE INJURY,1,10/13/2016,08:52:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.05254,-77.051096
POSSIBLE INJURY,1,01/04/2017,07:36:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.15571,-77.16667167
POSSIBLE INJURY,1,07/11/2022,05:18:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.247125,-77.34981
POSSIBLE INJURY,1,10/24/2017,07:18:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.158895,-77.16026
SUSPECTED MINOR INJURY,2,02/09/2016,07:05:00 PM,35,CLEAR,No,DRY,DARK NO LIGHTS,NO CONTROLS,No,39.04669833,-77.05050333
POSSIBLE INJURY,1,03/27/2022,08:34:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.05623067,-76.95438
POSSIBLE INJURY,1,03/30/2022,07:56:00 PM,55,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.03947885,-76.99035027
SUSPECTED MINOR INJURY,2,12/21/2015,06:15:00 PM,35,CLEAR,No,DRY,DARK NO LIGHTS,TRAFFIC SIGNAL,No,38.96108167,-77.11622667
POSSIBLE INJURY,1,11/05/2017,07:18:00 PM,40,CLEAR,Yes,,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.01533667,-76.977695
SUSPECTED MINOR INJURY,2,02/17/2016,04:30:00 PM,30,CLOUDY,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.25051167,-77.19472
POSSIBLE INJURY,1,09/19/2016,10:03:00 AM,40,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.05184833,-76.99365167
SUSPECTED MINOR INJURY,2,09/08/2022,07:10:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.053865,-77.05225667
POSSIBLE INJURY,1,06/02/2018,01:05:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03743833,-77.05988167
SUSPECTED MINOR INJURY,2,11/27/2019,05:34:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.19287568,-77.23851248
POSSIBLE INJURY,1,02/17/2016,04:01:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.00149167,-76.99477833
SUSPECTED MINOR INJURY,2,07/18/2016,08:21:00 AM,55,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.09554869,-76.93787947
SUSPECTED MINOR INJURY,2,05/06/2016,11:08:00 AM,35,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.18710833,-77.18562333
POSSIBLE INJURY,1,08/02/2016,05:30:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.09338933,-77.1613405
SUSPECTED MINOR INJURY,2,04/30/2023,01:09:00 PM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.01383,-77.04223167
POSSIBLE INJURY,1,05/10/2021,07:16:00 AM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.96745467,-77.08873433
POSSIBLE INJURY,1,12/17/2017,05:29:00 AM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.15896,-77.16044833
POSSIBLE INJURY,1,06/13/2019,09:00:00 AM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.01269,-77.09877667
